CallID,CallStarts,CallEnds,CustomerAcc,CustomerAge,CustomerPhone,OperatorID,LocationID,Sector,CallSatisfaction
2474,2023-09-13 00:46:52,2023-09-13 00:55:43,ACC0476,71,+44 45-520-685,P0006,LOC008,Services,0.4259
2475,2023-09-13 09:39:38,2023-09-13 09:43:14,ACC0552,77,+100 33-596-761,P0013,LOC005,Cross-Industry,0.7574
2476,2023-09-13 11:56:33,2023-09-13 12:04:36,ACC0572,27,+100 53-616-781,P0012,LOC007,Government,0.8363
2477,2023-09-13 15:19:08,2023-09-13 15:33:41,ACC0124,69,+44 45-168-333,P0008,LOC008,Government,0.3747
2478,2023-09-13 21:39:08,2023-09-13 22:03:52,ACC0254,59,+100 87-298-463,P0008,LOC002,Other,0.1342
2479,2023-09-14 12:24:06,2023-09-14 12:48:50,ACC0299,34,+100 44-343-508,P0005,LOC005,Government,0.6976
2480,2023-09-14 18:28:32,2023-09-14 18:39:58,ACC0581,36,+43 62-625-790,P0010,LOC001,Services,0.4510
2481,2023-09-14 20:08:02,2023-09-14 20:16:38,ACC0179,54,+44 12-223-388,P0016,LOC008,Healthcare,0.2602
2482,2023-09-15 15:17:37,2023-09-15 15:36:24,ACC054,69,+56 63-98-263,P0008,LOC001,Government,0.0810
2483,2023-09-15 23:16:17,2023-09-15 23:31:06,ACC0124,69,+44 45-168-333,P0005,LOC006,Government,0.1164
2484,2023-09-16 03:01:33,2023-09-16 03:03:18,ACC0196,71,+43 29-240-405,P0018,LOC009,Services,0.5515
2485,2023-09-16 13:39:08,2023-09-16 13:46:50,ACC0139,84,+34 60-183-348,P0004,LOC005,Cross-Industry,0.2339
2486,2023-09-16 18:11:41,2023-09-16 18:32:55,ACC088,33,+100 97-132-297,P0008,LOC009,Healthcare,0.7607
2487,2023-09-16 19:53:27,2023-09-16 20:15:12,ACC085,30,+26 94-129-294,P0016,LOC008,Other,0.2016
2488,2023-09-17 23:43:37,2023-09-18 00:06:21,ACC0564,19,+44 45-608-773,P0016,LOC001,Healthcare,0.7486
2489,2023-09-17 23:46:58,2023-09-17 23:54:49,ACC0221,26,+100 54-265-430,P0007,LOC001,Healthcare,0.8430
2490,2023-09-17 23:53:08,2023-09-18 00:01:32,ACC0565,20,+46 46-609-774,P0010,LOC002,Government,0.9167
2491,2023-09-18 22:46:08,2023-09-18 22:50:35,ACC0418,83,+100 75-462-627,P0012,LOC006,Government,0.7917
2492,2023-09-19 01:36:40,2023-09-19 01:40:26,ACC0106,51,+34 27-150-315,P0016,LOC007,Other,0.1957
2493,2023-09-19 09:05:57,2023-09-19 09:06:17,ACC0182,57,+36 15-226-391,P0010,LOC001,Services,0.9514
2494,2023-09-21 05:26:49,2023-09-21 05:30:42,ACC0513,38,+34 82-557-722,P0009,LOC001,Other,0.8983
2495,2023-09-21 20:33:49,2023-09-21 20:49:28,ACC0141,16,+43 62-185-350,P0015,LOC001,Other,0.2962
2496,2023-09-21 20:42:57,2023-09-21 21:04:34,ACC0354,19,+100 11-398-563,P0019,LOC003,Healthcare,0.5307
2497,2023-09-22 05:36:16,2023-09-22 05:39:24,ACC0437,32,+26 94-481-646,P0019,LOC004,Retail,0.6079
2498,2023-09-22 07:40:20,2023-09-22 07:49:09,ACC068,83,+100 77-112-277,P0006,LOC002,Government,0.5749
2499,2023-09-22 13:50:32,2023-09-22 14:06:26,ACC04,19,+46 13-48-213,P0014,LOC006,Healthcare,0.8213
2500,2023-09-22 15:36:10,2023-09-22 15:49:57,ACC049,64,+200 58-93-258,P0005,LOC005,Services,0.0188
2501,2023-09-24 10:55:17,2023-09-24 11:08:19,ACC0499,24,+46 68-543-708,P0016,LOC007,Other,0.2423
2502,2023-09-24 14:44:36,2023-09-24 14:58:30,ACC0255,60,+100 88-299-464,P0015,LOC006,Retail,0.5767
2503,2023-09-24 17:50:41,2023-09-24 18:01:26,ACC0262,67,+43 95-306-471,P0012,LOC007,Retail,0.1841
2504,2023-09-24 23:31:27,2023-09-24 23:43:39,ACC0201,76,+44 34-245-410,P0019,LOC002,Government,0.9105
2505,2023-09-26 00:33:40,2023-09-26 00:38:42,ACC080,25,+44 89-124-289,P0007,LOC007,Retail,0.0426
2506,2023-09-26 14:04:38,2023-09-26 14:26:23,ACC0192,67,+200 25-236-401,P0005,LOC005,Retail,0.3515
2507,2023-09-26 20:02:43,2023-09-26 20:13:02,ACC072,17,+36 81-116-281,P0016,LOC009,Other,0.7064
2508,2023-09-26 20:06:51,2023-09-26 20:14:07,ACC0285,20,+56 30-329-494,P0003,LOC008,Government,0.3448
2509,2023-09-26 20:56:17,2023-09-26 21:22:01,ACC010,25,+56 19-54-219,P0002,LOC002,Retail,0.9901
2510,2023-09-27 23:09:23,2023-09-27 23:22:54,ACC0278,83,+44 23-322-487,P0003,LOC005,Government,0.3780
2511,2023-09-28 09:00:51,2023-09-28 09:08:11,ACC079,24,+100 88-123-288,P0003,LOC005,Other,0.3049
2512,2023-09-28 10:15:36,2023-09-28 10:37:38,ACC0436,31,+34 93-480-645,P0006,LOC002,Other,0.8181
2513,2023-09-29 03:01:15,2023-09-29 03:07:04,ACC0510,35,+46 79-554-719,P0004,LOC007,Cross-Industry,0.5356
2514,2023-09-29 04:03:40,2023-09-29 04:14:38,ACC0264,69,+100 97-308-473,P0017,LOC002,Government,0.4358
2515,2023-09-29 12:28:39,2023-09-29 12:29:45,ACC0231,36,+100 64-275-440,P0005,LOC005,Services,0.7451
2516,2023-09-29 17:31:13,2023-09-29 17:43:54,ACC0239,44,+26 72-283-448,P0010,LOC003,Other,0.2761
2517,2023-09-30 04:43:22,2023-09-30 04:45:28,ACC0210,85,+100 43-254-419,P0003,LOC004,Services,0.4100
2518,2023-09-30 07:45:54,2023-09-30 07:52:04,ACC0478,73,+200 47-522-687,P0009,LOC009,Other,0.1897
2519,2023-10-01 06:36:13,2023-10-01 06:52:35,ACC062,77,+34 71-106-271,P0001,LOC005,Cross-Industry,0.2864
2520,2023-10-02 19:54:29,2023-10-02 20:07:35,ACC0359,24,+34 16-403-568,P0015,LOC007,Other,0.9896
2521,2023-10-03 08:44:19,2023-10-03 08:56:47,ACC0145,20,+100 66-189-354,P0010,LOC005,Government,0.8383
2522,2023-10-04 08:55:03,2023-10-04 08:55:09,ACC0102,47,+44 23-146-311,P0014,LOC005,Healthcare,0.0399
2523,2023-10-04 12:45:53,2023-10-04 12:53:42,ACC0412,77,+200 69-456-621,P0011,LOC003,Cross-Industry,0.7362
2524,2023-10-04 16:58:10,2023-10-04 17:10:24,ACC0194,69,+34 27-238-403,P0017,LOC001,Government,0.5519
2525,2023-10-04 18:25:21,2023-10-04 18:30:53,ACC0464,59,+100 33-508-673,P0005,LOC008,Other,0.7923
2526,2023-10-05 12:24:25,2023-10-05 12:37:47,ACC0119,64,+43 40-163-328,P0009,LOC001,Services,0.0640
2527,2023-10-05 16:18:56,2023-10-05 16:35:41,ACC0384,49,+56 41-428-593,P0011,LOC006,Cross-Industry,0.5828
2528,2023-10-06 03:13:59,2023-10-06 03:34:36,ACC0316,51,+26 61-360-525,P0017,LOC009,Other,0.0713
2529,2023-10-06 17:51:06,2023-10-06 18:00:13,ACC0408,73,+100 65-452-617,P0004,LOC006,Other,0.1640
2530,2023-10-06 18:34:15,2023-10-06 18:46:07,ACC0357,22,+200 14-401-566,P0015,LOC006,Services,0.8407
2531,2023-10-06 19:15:02,2023-10-06 19:35:49,ACC0270,75,+36 15-314-479,P0002,LOC004,Healthcare,0.5228
2532,2023-10-07 02:21:40,2023-10-07 02:43:21,ACC0414,79,+34 71-458-623,P0005,LOC006,Other,0.4129
2533,2023-10-07 06:23:23,2023-10-07 06:28:23,ACC0330,65,+100 75-374-539,P0015,LOC001,Other,0.5374
2534,2023-10-07 19:26:34,2023-10-07 19:46:01,ACC0189,64,+100 22-233-398,P0007,LOC007,Services,0.1544
2535,2023-10-07 23:59:55,2023-10-08 00:01:02,ACC0241,46,+56 74-285-450,P0011,LOC002,Retail,0.3078
2536,2023-10-08 15:26:03,2023-10-08 15:42:25,ACC0401,66,+200 58-445-610,P0019,LOC001,Other,0.9903
2537,2023-10-08 16:01:19,2023-10-08 16:19:02,ACC0563,18,+100 44-607-772,P0004,LOC004,Retail,0.4503
2538,2023-10-08 18:46:20,2023-10-08 18:54:31,ACC0132,77,+100 53-176-341,P0011,LOC005,Cross-Industry,0.5802
2539,2023-10-09 02:33:03,2023-10-09 02:39:36,ACC0554,79,+46 35-598-763,P0015,LOC009,Other,0.0819
2540,2023-10-09 02:55:03,2023-10-09 03:13:16,ACC0427,22,+43 84-471-636,P0019,LOC001,Services,0.5258
2541,2023-10-09 07:10:29,2023-10-09 07:24:36,ACC0207,82,+43 40-251-416,P0012,LOC006,Healthcare,0.5070
2542,2023-10-09 15:57:16,2023-10-09 16:11:05,ACC077,22,+100 86-121-286,P0015,LOC006,Services,0.6256
2543,2023-10-11 02:02:37,2023-10-11 02:05:37,ACC049,64,+200 58-93-258,P0015,LOC009,Services,0.8887
2544,2023-10-11 03:15:49,2023-10-11 03:20:40,ACC0182,57,+36 15-226-391,P0017,LOC003,Services,0.6671
2545,2023-10-11 07:17:43,2023-10-11 07:29:49,ACC0450,45,+56 19-494-659,P0008,LOC002,Other,0.8666
2546,2023-10-12 00:44:49,2023-10-12 00:48:51,ACC027,42,+200 36-71-236,P0008,LOC009,Cross-Industry,0.3287
2547,2023-10-12 02:32:44,2023-10-12 02:42:20,ACC0337,72,+34 82-381-546,P0005,LOC006,Other,0.4674
2548,2023-10-12 10:08:31,2023-10-12 10:27:20,ACC0339,74,+43 84-383-548,P0004,LOC004,Retail,0.7330
2549,2023-10-14 01:26:34,2023-10-14 01:37:50,ACC047,62,+44 56-91-256,P0013,LOC007,Government,0.2268
2550,2023-10-14 02:58:55,2023-10-14 03:15:27,ACC0444,39,+46 13-488-653,P0018,LOC004,Retail,0.6271
2551,2023-10-14 03:58:03,2023-10-14 03:58:14,ACC0377,42,+44 34-421-586,P0012,LOC005,Cross-Industry,0.1299
2552,2023-10-14 07:02:44,2023-10-14 07:07:35,ACC0573,28,+100 54-617-782,P0004,LOC008,Cross-Industry,0.1482
2553,2023-10-14 11:03:03,2023-10-14 11:13:49,ACC0142,17,+56 63-186-351,P0001,LOC006,Other,0.0579
2554,2023-10-14 22:53:52,2023-10-14 22:59:31,ACC0435,30,+36 92-479-644,P0008,LOC008,Other,0.4964
2555,2023-10-15 02:18:44,2023-10-15 02:36:28,ACC0257,62,+46 90-301-466,P0017,LOC001,Government,0.1622
2556,2023-10-15 11:36:17,2023-10-15 11:47:57,ACC027,42,+200 36-71-236,P0003,LOC004,Cross-Industry,0.8423
2557,2023-10-16 00:15:48,2023-10-16 00:26:42,ACC034,49,+100 43-78-243,P0014,LOC006,Cross-Industry,0.9844
2558,2023-10-16 07:37:10,2023-10-16 07:37:52,ACC0430,25,+100 87-474-639,P0009,LOC001,Retail,0.6697
2559,2023-10-16 08:14:09,2023-10-16 08:39:05,ACC0574,29,+100 55-618-783,P0012,LOC004,Services,0.6378
2560,2023-10-16 12:00:14,2023-10-16 12:10:14,ACC0169,44,+46 90-213-378,P0013,LOC004,Other,0.2043
2561,2023-10-16 15:18:03,2023-10-16 15:27:45,ACC0252,57,+56 85-296-461,P0001,LOC006,Services,0.3048
2562,2023-10-17 09:03:07,2023-10-17 09:26:04,ACC0427,22,+43 84-471-636,P0004,LOC006,Services,0.4406
2563,2023-10-17 12:39:19,2023-10-17 12:56:36,ACC0433,28,+46 90-477-642,P0009,LOC003,Cross-Industry,0.6559
2564,2023-10-18 05:35:15,2023-10-18 05:38:13,ACC098,43,+56 19-142-307,P0012,LOC005,Services,0.4175
2565,2023-10-18 14:32:59,2023-10-18 14:46:07,ACC056,71,+100 65-100-265,P0013,LOC008,Services,0.8823
2566,2023-10-18 20:40:21,2023-10-18 21:01:08,ACC070,85,+46 79-114-279,P0015,LOC007,Services,0.7154
2567,2023-10-19 01:43:52,2023-10-19 01:54:50,ACC0297,32,+100 42-341-506,P0003,LOC004,Retail,0.2582
2568,2023-10-19 18:19:16,2023-10-19 18:26:22,ACC0551,76,+100 32-595-760,P0015,LOC007,Government,0.7173
2569,2023-10-20 02:05:30,2023-10-20 02:22:27,ACC0484,79,+100 53-528-693,P0019,LOC001,Other,0.4143
2570,2023-10-20 07:16:46,2023-10-20 07:42:39,ACC0528,53,+100 97-572-737,P0009,LOC002,Retail,0.6329
2571,2023-10-21 04:38:28,2023-10-21 04:46:20,ACC0558,83,+26 39-602-767,P0010,LOC002,Government,0.4343
2572,2023-10-21 10:08:41,2023-10-21 10:16:53,ACC0553,78,+44 34-597-762,P0019,LOC004,Services,0.1322
2573,2023-10-21 19:32:40,2023-10-21 19:41:14,ACC0301,36,+46 46-345-510,P0012,LOC005,Services,0.0689
2574,2023-10-22 00:48:47,2023-10-22 00:57:42,ACC0502,27,+34 71-546-711,P0018,LOC003,Government,0.2278
2575,2023-10-22 02:37:35,2023-10-22 02:42:41,ACC0260,65,+34 93-304-469,P0017,LOC002,Other,0.8631
2576,2023-10-22 18:34:13,2023-10-22 18:36:19,ACC043,58,+56 52-87-252,P0019,LOC005,Other,0.9621
2577,2023-10-23 23:20:02,2023-10-23 23:38:44,ACC0480,75,+34 49-524-689,P0006,LOC008,Healthcare,0.9557
2578,2023-10-24 07:39:27,2023-10-24 07:53:52,ACC0329,64,+56 74-373-538,P0013,LOC006,Services,0.6427
2579,2023-10-24 19:45:04,2023-10-24 19:46:18,ACC0132,77,+100 53-176-341,P0013,LOC008,Cross-Industry,0.8321
2580,2023-10-25 02:29:01,2023-10-25 02:36:18,ACC0181,56,+200 14-225-390,P0014,LOC008,Cross-Industry,0.6990
2581,2023-10-25 04:35:47,2023-10-25 04:39:12,ACC0583,38,+100 64-627-792,P0004,LOC004,Other,0.6451
2582,2023-10-25 15:48:09,2023-10-25 16:08:54,ACC0566,21,+200 47-610-775,P0012,LOC004,Cross-Industry,0.4117
2583,2023-10-26 00:14:51,2023-10-26 00:33:42,ACC0512,37,+36 81-556-721,P0001,LOC001,Other,0.7768
2584,2023-10-26 05:44:32,2023-10-26 06:07:07,ACC0508,33,+100 77-552-717,P0014,LOC006,Healthcare,0.0938
2585,2023-10-26 13:47:06,2023-10-26 13:50:07,ACC0148,23,+200 69-192-357,P0015,LOC006,Other,0.8979
2586,2023-10-27 04:57:22,2023-10-27 05:00:13,ACC0347,82,+36 92-391-556,P0019,LOC003,Healthcare,0.5893
2587,2023-10-27 06:42:11,2023-10-27 06:50:07,ACC098,43,+56 19-142-307,P0016,LOC008,Services,0.1923
2588,2023-10-27 07:31:16,2023-10-27 07:50:51,ACC0587,42,+46 68-631-796,P0017,LOC002,Cross-Industry,0.1807
2589,2023-10-27 12:25:07,2023-10-27 12:48:12,ACC0134,79,+100 55-178-343,P0003,LOC007,Other,0.2542
2590,2023-10-27 13:00:14,2023-10-27 13:17:21,ACC0504,29,+43 73-548-713,P0009,LOC001,Services,0.0508
2591,2023-10-27 21:25:49,2023-10-27 21:49:11,ACC0342,77,+100 87-386-551,P0015,LOC006,Cross-Industry,0.1188
2592,2023-10-28 13:37:14,2023-10-28 13:53:19,ACC08,23,+26 17-52-217,P0014,LOC007,Other,0.4243
2593,2023-10-29 04:13:09,2023-10-29 04:25:55,ACC0493,18,+43 62-537-702,P0003,LOC005,Retail,0.7690
2594,2023-10-29 09:37:50,2023-10-29 09:39:49,ACC0457,52,+36 26-501-666,P0011,LOC006,Other,0.8976
2595,2023-10-29 14:47:00,2023-10-29 14:47:43,ACC0370,35,+34 27-414-579,P0015,LOC008,Cross-Industry,0.7055
2596,2023-10-29 17:01:58,2023-10-29 17:13:41,ACC0252,57,+56 85-296-461,P0001,LOC003,Services,0.2236
2597,2023-10-29 17:21:27,2023-10-29 17:31:14,ACC089,34,+100 10-133-298,P0004,LOC007,Government,0.4065
2598,2023-10-30 15:10:06,2023-10-30 15:21:08,ACC0441,36,+100 10-485-650,P0009,LOC009,Services,0.7009
2599,2023-10-30 18:13:33,2023-10-30 18:39:37,ACC0480,75,+34 49-524-689,P0012,LOC006,Healthcare,0.8672
2600,2023-10-31 00:09:19,2023-10-31 00:17:49,ACC0206,81,+26 39-250-415,P0001,LOC001,Retail,0.7586
2601,2023-10-31 07:14:59,2023-10-31 07:35:44,ACC0446,41,+36 15-490-655,P0009,LOC004,Government,0.7730
2602,2023-10-31 19:51:10,2023-10-31 20:14:43,ACC0381,46,+34 38-425-590,P0019,LOC005,Retail,0.3191
2603,2023-11-01 09:21:47,2023-11-01 09:43:22,ACC012,27,+100 21-56-221,P0005,LOC001,Government,0.0321
2604,2023-11-01 10:57:45,2023-11-01 11:07:15,ACC0224,29,+46 57-268-433,P0001,LOC003,Services,0.1011
2605,2023-11-02 01:33:35,2023-11-02 01:51:06,ACC0116,61,+36 37-160-325,P0004,LOC005,Healthcare,0.9258
2606,2023-11-02 05:26:20,2023-11-02 05:39:47,ACC0101,46,+100 22-145-310,P0012,LOC006,Retail,0.8917
2607,2023-11-02 12:49:43,2023-11-02 13:11:42,ACC0568,23,+34 49-612-777,P0013,LOC004,Other,0.4110
2608,2023-11-03 21:22:23,2023-11-03 21:38:52,ACC0573,28,+100 54-617-782,P0009,LOC002,Cross-Industry,0.6986
2609,2023-11-04 08:39:32,2023-11-04 08:47:58,ACC0302,37,+200 47-346-511,P0014,LOC006,Other,0.2764
2610,2023-11-04 12:03:58,2023-11-04 12:08:56,ACC0288,23,+100 33-332-497,P0019,LOC002,Other,0.3627
2611,2023-11-04 13:29:48,2023-11-04 13:51:56,ACC0470,65,+26 39-514-679,P0001,LOC004,Other,0.4206
2612,2023-11-04 16:09:09,2023-11-04 16:17:17,ACC0394,59,+43 51-438-603,P0008,LOC002,Other,0.4772
2613,2023-11-04 18:49:48,2023-11-04 19:14:14,ACC0433,28,+46 90-477-642,P0004,LOC005,Cross-Industry,0.2966
2614,2023-11-04 20:26:26,2023-11-04 20:30:01,ACC0433,28,+46 90-477-642,P0013,LOC007,Cross-Industry,0.6333
2615,2023-11-04 20:41:32,2023-11-04 20:44:57,ACC097,42,+43 18-141-306,P0019,LOC003,Cross-Industry,0.6865
2616,2023-11-05 03:59:05,2023-11-05 04:17:53,ACC079,24,+100 88-123-288,P0019,LOC005,Other,0.8314
2617,2023-11-05 21:12:36,2023-11-05 21:14:05,ACC080,25,+44 89-124-289,P0004,LOC009,Retail,0.6842
2618,2023-11-06 01:21:00,2023-11-06 01:22:35,ACC096,41,+26 17-140-305,P0010,LOC004,Government,0.4737
2619,2023-11-06 23:21:28,2023-11-06 23:44:58,ACC0579,34,+34 60-623-788,P0004,LOC006,Government,0.5075
2620,2023-11-07 00:05:12,2023-11-07 00:06:22,ACC083,28,+36 92-127-292,P0007,LOC008,Cross-Industry,0.5014
2621,2023-11-07 00:22:48,2023-11-07 00:40:32,ACC0229,34,+43 62-273-438,P0018,LOC009,Government,0.3576
2622,2023-11-07 02:02:11,2023-11-07 02:26:34,ACC0227,32,+34 60-271-436,P0009,LOC009,Retail,0.6438
2623,2023-11-07 15:07:10,2023-11-07 15:18:55,ACC0195,70,+26 28-239-404,P0019,LOC002,Cross-Industry,0.2360
2624,2023-11-08 23:11:08,2023-11-08 23:24:13,ACC053,68,+43 62-97-262,P0006,LOC001,Healthcare,0.6374
2625,2023-11-09 14:10:45,2023-11-09 14:21:04,ACC0474,69,+100 43-518-683,P0003,LOC006,Government,0.3474
2626,2023-11-09 14:29:09,2023-11-09 14:36:25,ACC0184,59,+26 17-228-393,P0001,LOC003,Other,0.0293
2627,2023-11-10 14:15:14,2023-11-10 14:18:10,ACC069,84,+44 78-113-278,P0006,LOC008,Cross-Industry,0.0506
2628,2023-11-10 18:12:15,2023-11-10 18:36:43,ACC0220,25,+100 53-264-429,P0015,LOC008,Retail,0.5624
2629,2023-11-10 19:02:32,2023-11-10 19:04:30,ACC0123,68,+100 44-167-332,P0002,LOC007,Healthcare,0.6592
2630,2023-11-11 16:24:42,2023-11-11 16:40:27,ACC0227,32,+34 60-271-436,P0010,LOC004,Retail,0.0983
2631,2023-11-12 05:26:59,2023-11-12 05:39:30,ACC0117,62,+34 38-161-326,P0013,LOC005,Government,0.2881
2632,2023-11-12 14:48:43,2023-11-12 15:13:30,ACC0491,16,+34 60-535-700,P0019,LOC001,Other,0.3016
2633,2023-11-12 16:51:59,2023-11-12 17:00:03,ACC0248,53,+36 81-292-457,P0003,LOC007,Retail,0.1972
2634,2023-11-13 00:14:57,2023-11-13 00:37:15,ACC0212,17,+44 45-256-421,P0018,LOC009,Other,0.5670
2635,2023-11-13 04:44:28,2023-11-13 05:08:12,ACC0115,60,+200 36-159-324,P0009,LOC001,Retail,0.8569
2636,2023-11-13 06:53:45,2023-11-13 07:05:26,ACC086,31,+43 95-130-295,P0006,LOC007,Other,0.4449
2637,2023-11-13 18:04:09,2023-11-13 18:19:34,ACC0252,57,+56 85-296-461,P0013,LOC007,Services,0.8948
2638,2023-11-14 14:06:15,2023-11-14 14:24:24,ACC0318,53,+56 63-362-527,P0013,LOC004,Retail,0.8929
2639,2023-11-14 18:47:35,2023-11-14 19:02:14,ACC0422,17,+46 79-466-631,P0019,LOC002,Other,0.6792
2640,2023-11-15 10:22:55,2023-11-15 10:32:09,ACC0268,73,+46 13-312-477,P0014,LOC009,Other,0.2100
2641,2023-11-16 04:16:30,2023-11-16 04:32:18,ACC037,52,+46 46-81-246,P0006,LOC008,Other,0.6873
2642,2023-11-16 06:33:33,2023-11-16 06:36:35,ACC042,57,+43 51-86-251,P0017,LOC009,Services,0.5638
2643,2023-11-16 14:51:39,2023-11-16 14:56:54,ACC0345,80,+46 90-389-554,P0013,LOC007,Other,0.8750
2644,2023-11-16 16:28:28,2023-11-16 16:44:08,ACC0281,16,+36 26-325-490,P0005,LOC006,Other,0.0740
2645,2023-11-16 21:39:08,2023-11-16 21:44:25,ACC058,73,+44 67-102-267,P0005,LOC008,Other,0.6558
2646,2023-11-16 23:02:19,2023-11-16 23:26:57,ACC0456,51,+200 25-500-665,P0018,LOC004,Other,0.3172
2647,2023-11-17 00:19:46,2023-11-17 00:35:13,ACC0340,75,+56 85-384-549,P0004,LOC008,Healthcare,0.9691
2648,2023-11-17 06:49:42,2023-11-17 06:50:58,ACC0104,49,+200 25-148-313,P0013,LOC007,Cross-Industry,0.8702
2649,2023-11-17 07:27:38,2023-11-17 07:51:49,ACC0527,52,+56 96-571-736,P0005,LOC005,Other,0.5577
2650,2023-11-17 08:03:14,2023-11-17 08:04:28,ACC0327,62,+26 72-371-536,P0005,LOC006,Government,0.0362
2651,2023-11-17 10:30:54,2023-11-17 10:54:02,ACC024,39,+100 33-68-233,P0012,LOC004,Retail,0.8640
2652,2023-11-17 11:51:45,2023-11-17 12:04:17,ACC0428,23,+56 85-472-637,P0010,LOC005,Other,0.1586
2653,2023-11-18 00:52:57,2023-11-18 01:02:08,ACC0573,28,+100 54-617-782,P0010,LOC001,Cross-Industry,0.4698
2654,2023-11-18 08:14:22,2023-11-18 08:21:23,ACC0146,21,+44 67-190-355,P0013,LOC005,Cross-Industry,0.6077
2655,2023-11-18 16:27:23,2023-11-18 16:33:02,ACC0226,31,+36 59-270-435,P0016,LOC002,Other,0.4617
2656,2023-11-18 17:09:20,2023-11-18 17:10:49,ACC0417,82,+56 74-461-626,P0009,LOC003,Healthcare,0.8557
2657,2023-11-19 03:41:39,2023-11-19 03:55:11,ACC0220,25,+100 53-264-429,P0003,LOC006,Retail,0.9051
2658,2023-11-19 17:48:13,2023-11-19 18:11:43,ACC0550,75,+100 31-594-759,P0011,LOC002,Healthcare,0.4994
2659,2023-11-19 22:27:32,2023-11-19 22:29:54,ACC0388,53,+44 45-432-597,P0011,LOC005,Retail,0.4697
2660,2023-11-20 00:48:34,2023-11-20 01:08:50,ACC0466,61,+46 35-510-675,P0009,LOC002,Healthcare,0.4431
2661,2023-11-21 07:26:53,2023-11-21 07:43:39,ACC04,19,+46 13-48-213,P0004,LOC007,Healthcare,0.4776
2662,2023-11-21 21:37:28,2023-11-21 21:53:03,ACC0254,59,+100 87-298-463,P0011,LOC005,Other,0.5074
2663,2023-11-21 21:46:20,2023-11-21 21:59:30,ACC0383,48,+43 40-427-592,P0015,LOC009,Government,0.3071
2664,2023-11-21 23:00:04,2023-11-21 23:00:33,ACC0530,55,+100 11-574-739,P0018,LOC001,Government,0.4123
2665,2023-11-22 14:15:53,2023-11-22 14:32:50,ACC0488,83,+46 57-532-697,P0017,LOC009,Government,0.3344
2666,2023-11-22 19:14:27,2023-11-22 19:24:36,ACC0344,79,+44 89-388-553,P0019,LOC002,Other,0.0559
2667,2023-11-23 13:40:46,2023-11-23 14:02:35,ACC0358,23,+36 15-402-567,P0017,LOC001,Other,0.1179
2668,2023-11-23 14:25:13,2023-11-23 14:37:09,ACC0155,30,+100 76-199-364,P0003,LOC005,Other,0.5001
2669,2023-11-23 22:25:46,2023-11-23 22:47:32,ACC0539,64,+100 20-583-748,P0005,LOC007,Services,0.5663
2670,2023-11-24 00:46:40,2023-11-24 01:06:29,ACC0555,80,+200 36-599-764,P0011,LOC002,Other,0.1814
2671,2023-11-25 00:32:46,2023-11-25 00:58:52,ACC0100,45,+100 21-144-309,P0007,LOC009,Other,0.2594
2672,2023-11-25 01:10:47,2023-11-25 01:32:02,ACC0433,28,+46 90-477-642,P0019,LOC005,Cross-Industry,0.1867
2673,2023-11-25 16:07:38,2023-11-25 16:13:51,ACC0432,27,+44 89-476-641,P0009,LOC009,Government,0.0828
2674,2023-11-25 22:59:37,2023-11-25 23:09:36,ACC0197,72,+56 30-241-406,P0011,LOC005,Other,0.2830
2675,2023-11-26 23:30:05,2023-11-26 23:43:26,ACC0138,83,+36 59-182-347,P0013,LOC004,Government,0.7552
2676,2023-11-27 03:56:40,2023-11-27 04:09:34,ACC0452,47,+100 21-496-661,P0013,LOC006,Healthcare,0.6780
2677,2023-11-27 05:37:45,2023-11-27 05:40:28,ACC0165,40,+100 86-209-374,P0012,LOC006,Healthcare,0.3867
2678,2023-11-27 10:31:13,2023-11-27 10:38:06,ACC020,35,+43 29-64-229,P0013,LOC005,Cross-Industry,0.3089
2679,2023-11-27 10:54:22,2023-11-27 10:56:57,ACC0150,25,+34 71-194-359,P0002,LOC007,Retail,0.7045
2680,2023-11-28 04:45:41,2023-11-28 04:53:17,ACC037,52,+46 46-81-246,P0006,LOC009,Other,0.4990
2681,2023-11-28 23:50:30,2023-11-29 00:16:25,ACC0303,38,+36 48-347-512,P0013,LOC006,Other,0.5927
2682,2023-11-29 07:37:55,2023-11-29 07:51:45,ACC0343,78,+100 88-387-552,P0012,LOC007,Services,0.3404
2683,2023-11-30 01:47:20,2023-11-30 01:56:07,ACC0234,39,+44 67-278-443,P0019,LOC002,Retail,0.8841
2684,2023-11-30 07:17:17,2023-11-30 07:32:27,ACC0411,76,+46 68-455-620,P0019,LOC005,Government,0.0777
2685,2023-11-30 11:26:04,2023-11-30 11:26:25,ACC0478,73,+200 47-522-687,P0018,LOC003,Other,0.6227
2686,2023-12-01 03:02:02,2023-12-01 03:05:57,ACC021,36,+56 30-65-230,P0018,LOC002,Services,0.2020
2687,2023-12-01 09:55:04,2023-12-01 09:56:20,ACC0111,56,+100 32-155-320,P0008,LOC003,Cross-Industry,0.7647
2688,2023-12-02 03:21:02,2023-12-02 03:33:57,ACC0535,60,+34 16-579-744,P0019,LOC001,Retail,0.2078
2689,2023-12-02 05:40:11,2023-12-02 05:51:37,ACC081,26,+46 90-125-290,P0007,LOC002,Healthcare,0.1744
2690,2023-12-02 18:39:52,2023-12-02 18:48:26,ACC0351,16,+56 96-395-560,P0015,LOC006,Other,0.1481
